C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_37_337.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_37_337.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_37_337.jpg,0,0,0,1.523232E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_37_411.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_37_411.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_37_411.jpg,0,0,0,9.450989E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_37_480.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_37_480.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_37_480.jpg,0,0,0,1.050313E-05
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_37_614.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_37_614.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_37_614.jpg,0,0,0,4.383293E-07
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_37_682.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_37_682.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_37_682.jpg,0,0,0,6.82255E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_37_818.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_37_818.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_37_818.jpg,0,0,0,7.52548E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_37_890.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_37_890.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_37_890.jpg,0,0,0,6.593394E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_028.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_028.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_028.jpg,0,0,0,8.487972E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_096.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_096.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_096.jpg,0,0,0,1.463775E-05
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_231.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_231.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_231.jpg,0,0,0,6.321776E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_300.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_300.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_300.jpg,0,0,0,9.720077E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_433.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_433.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_433.jpg,0,0,0,1.951511E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_501.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_501.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_501.jpg,0,0,0,1.400418E-05
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_569.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_569.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_569.jpg,0,0,0,1.819453E-05
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_702.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_702.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_702.jpg,0,0,0,2.712973E-07
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_769.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_769.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_769.jpg,0,0,0,2.401741E-05
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_837.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_837.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_837.jpg,0,0,0,4.935414E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_904.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_904.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_904.jpg,0,0,0,1.639507E-05
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_38_971.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_38_971.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_38_971.jpg,0,0,0,1.466723E-05
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_39_104.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_39_104.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_39_104.jpg,0,0,0,9.691507E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_39_172.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_39_172.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_39_172.jpg,0,0,0,4.93305E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_39_240.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_39_240.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_39_240.jpg,0,0,0,3.807648E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_39_308.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_39_308.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_39_308.jpg,0,0,0,4.499547E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_39_376.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_39_376.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_39_376.jpg,0,0,0,5.136355E-06
C:\Users\java\Documents\22071A12C4\IMG\center_2025_07_21_15_06_39_445.jpg,C:\Users\java\Documents\22071A12C4\IMG\left_2025_07_21_15_06_39_445.jpg,C:\Users\java\Documents\22071A12C4\IMG\right_2025_07_21_15_06_39_445.jpg,0,0,0,4.221761E-07
